Kraj_odlotu;Data;Przewoznik;Czy_przesiadka;Cena;Godzina_odlotu;Miejsce_odlotu;Godzina_przylotu;Miejsce_przylotu
Scotland; 08/05/19; easyJet; 1; 5 zł; 45 Ed; nburgh EDI; 20:25; Edinburgh EDI U2429
Scotland; 15/05/19; easyJet; 1; 5 zł; 40 Co; enhagen CPH; 21:35; Copenhagen CPH FR2674
Scotland; 15/05/19; easyJet; 1; 5 zł; 08:40; Copenhagen CPH; 18:05; Edinburgh EDI
Scotland; 08/05/19; easyJet; 1; 5 zł; 50 Ed; nburgh EDI; 18:05; Edinburgh EDI FR7353
Scotland; 14/05/19; easyJet; 1; 5 zł; 13:10; Bordeaux BOD; 12:10; Bordeaux BOD FR6654
Scotland; 14/05/19; easyJet; 1; 5 zł; 30 Ma; seille MRS; 14:25; Marseille MRS FR6467
Scotland; 08/05/19; easyJet; 1; 5 zł; 08:55; London STNLondon (Stansted) STN; 07:35; London STNLondon (Stansted) STN FR6542
Scotland; 13/05/19; Ryanair; 1; 27 zł; 06:50; Edinburgh EDI; 14:45; Limoges LIG
Scotland; 13/05/19; Ryanair; 1; 1 zł; 12:05; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
Scotland; 08/05/19; Ryanair; 1; 5 zł; 12:55; Limoges LIG; 21:25; Edinburgh EDI
Scotland; 14/05/19; Ryanair; 1; 4 zł; 50 Ed; nburgh EDI; 21:25; Edinburgh EDI FR8887
Scotland; 14/05/19; Ryanair; 1; 7 zł; 06:50; Edinburgh EDI; 15:00; Poitiers PIS
Scotland; 08/05/19; Ryanair; 1; 5 zł; 25 Po; tiers PIS; 15:00; Poitiers PIS FR8474
Scotland; 15/05/19; Ryanair; 1; 9 zł; 20:05; London STNLondon (Stansted) STN; 16:00; London STNLondon (Stansted) STN FR8475
Scotland; 15/05/19; Ryanair; 1; 9 zł; 50 Ed; nburgh EDI; 21:25; Edinburgh EDI FR8887
Scotland; 11/09/19; Ryanair; 1; 9 zł; 18:05; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
Scotland; 18/09/19; Ryanair; 0; 2 zł; 10:40; Toulouse TLS; 21:25; Edinburgh EDI
Scotland; 08/05/19; Ryanair; 0; 4 zł; 50 Ed; nburgh EDI; 21:25; Edinburgh EDI FR8887
Scotland; 13/05/19; Ryanair; 0; 9 zł; 15:00; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
Scotland; 05/10/19; Ryanair; 0; 9 zł; 14:20; Dinard DNR; 21:25; Edinburgh EDI
Scotland; 09/10/19; Ryanair; 0; 2 zł; 50 Ed; nburgh EDI; 21:25; Edinburgh EDI FR8887
Scotland; 16/05/19; Ryanair; 1; 4 zł; 18:05; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
Scotland; 16/05/19; Ryanair; 1; 9 zł; 00 Bi; rritz BIQ; 21:05; Biarritz BIQ FR1372
Scotland; 21/05/19; Ryanair; 1; 9 zł; 20:05; London STNLondon (Stansted) STN; 12:55; London STNLondon (Stansted) STN FR373
Scotland; 14/05/19; Ryanair; 1; 2 zł; 06:50; Edinburgh EDI; 12:10; Brive BVE
Scotland; 14/05/19; Ryanair; 1; 4 zł; 09:30; London STNLondon (Stansted) STN; 08:25; London STNLondon (Stansted) STN FR8882
Scotland; 21/05/19; Ryanair; 1; 9 zł; 12:35; Brive BVE; 17:50; Edinburgh EDI
Scotland; 07/05/19; Ryanair; 1; 9 zł; 45 Ab; rdeen ABZ; 17:50; Edinburgh EDI FR2685
Scotland; 07/05/19; Ryanair; 1; 2 zł; 15:45; Aberdeen ABZ; 17:05; London LTNLondon (Luton) LTN
Scotland; 14/05/19; Ryanair; 1; 4 zł; 13:50; London LTNLondon (Luton) LTN; 15:15; Aberdeen ABZ
Scotland; 22/05/19; Ryanair; 1; 9 zł; 19:10; Glasgow GLA; 20:25; London STNLondon (Stansted) STN
Scotland; 22/05/19; Ryanair; 1; 9 zł; 25 Lo; don STNLondon (Stansted) STN; 20:25; London STNLondon (Stansted) STN U2214
Scotland; 30/05/19; Ryanair; 1; 2 zł; 55 Ed; nburgh EDI; 22:40; Glasgow GLA U2215
Scotland; 09/05/19; Ryanair; 1; 4 zł; 20 Ly; n LYS; 22:05; Lyon LYS U26971
Scotland; 09/05/19; Ryanair; 1; 9 zł; 12:20; Lyon LYS; 13:30; Edinburgh EDI
Scotland; 15/05/19; Ryanair; 1; 9 zł; 08:40; Glasgow GLA; 22:05; Newcastle NCL
Scotland; 15/05/19; Ryanair; 1; 2 zł; 20 Ne; castle NCL; 22:05; Newcastle NCL FR174
Scotland; 15/05/19; Ryanair; 1; 4 zł; 11:20; Newcastle NCL; 15:00; Glasgow GLA
Scotland; 22/05/19; easyJet; 1; 9 zł; 40 Gl; sgow GLA; 15:00; Glasgow GLA FR5774
Scotland; 09/01/20; easyJet; 0; 5 zł; 16:05; Dublin DUB; 09:40; Dublin DUB FR5771
Scotland; 17/01/20; easyJet; 1; 5 zł; 06:30; Leeds LBA; 21:30; Glasgow GLA
Scotland; 17/01/20; easyJet; 1; 4 zł; 20:30; Dublin DUB; 07:30; Dublin DUB FR153
Scotland; 15/05/19; easyJet; 1; 4 zł; 08:40; Glasgow GLA; 15:00; Glasgow GLA
Scotland; 22/05/19; easyJet; 0; 6 zł; 25 Gl; sgow GLA; 15:00; Glasgow GLA FR5774
Scotland; 08/05/19; Ryanair; 1; 4 zł; 20:30; Dublin DUB; 16:25; Dublin DUB FR5773
Scotland; 08/05/19; Ryanair; 1; 5 zł; 40 Gl; sgow GLA; 21:30; Glasgow GLA FR5776
Scotland; 14/05/19; Ryanair; 1; 4 zł; 14:50; Dublin DUB; 09:40; Dublin DUB FR5771
Scotland; 08/05/19; Ryanair; 1; 5 zł; 08:25; Liverpool LPL; 21:30; Glasgow GLA
Scotland; 08/05/19; Ryanair; 1; 4 zł; 20:30; Dublin DUB; 09:20; Dublin DUB FR443
Scotland; 15/05/19; Ryanair; 1; 5 zł; 08:40; Glasgow GLA; 20:45; East Midla EMA
