Scrap_date;Scrap_time;Country_from;Country_to;Flight_id;There_or_Back;Flight_date;Airline;Change;Price;Depart_hour;Depart_from;Arrival_hour;Arrive_to
2019-05-14;18:58;Greece;Russia;3003;There;02/07/19;Pobeda;1;90.81;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3003;Back;09/07/19;Pobeda;1;74.64;09:10;Moscow VKOMoscow (Vnukovo) VKO;11:40;Bari BRI DP911
2019-05-14;18:58;Greece;Russia;3003;Back;09/07/19;Volotea;1;35.97;21:40;Bari BRI;23:35;Corfu CFU
2019-05-14;18:58;Greece;Russia;3004;There;10/09/19;Ryanair;1;41.66;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR55
2019-05-14;18:58;Greece;Russia;3004;There;10/09/19;Pobeda;1;48.43;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3004;Back;14/09/19;Pobeda;1;104.94;11:00;Moscow VKOMoscow (Vnukovo) VKO;13:40;Bari BRI DP911
2019-05-14;18:58;Greece;Russia;3004;Back;14/09/19;Volotea;1;35.97;20:15;Bari BRI;22:10;Corfu CFU
2019-05-14;18:58;Greece;Russia;3005;There;17/09/19;Ryanair;1;61.19;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR55
2019-05-14;18:58;Greece;Russia;3005;There;17/09/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3005;Back;25/09/19;Pobeda;1;74.64;09:10;Moscow VKOMoscow (Vnukovo) VKO;11:50;Pisa PSA DP811
2019-05-14;18:58;Greece;Russia;3005;Back;25/09/19;Ryanair;1;24.99;17:20;Pisa PSA;20:00;Corfu CFU
2019-05-14;18:58;Greece;Russia;3006;There;17/09/19;Ryanair;1;61.19;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR55
2019-05-14;18:58;Greece;Russia;3006;There;17/09/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3006;Back;21/09/19;Pobeda;1;67.60;11:00;Moscow VKOMoscow (Vnukovo) VKO;13:40;Bari BRI DP911
2019-05-14;18:58;Greece;Russia;3006;Back;21/09/19;Volotea;1;35.97;20:15;Bari BRI;22:10;Corfu CFU
2019-05-14;18:58;Greece;Russia;3007;There;29/05/19;Ryanair;1;61.19;12:20;Heraklion HER;14:30;Berlin TXLBerlin (Tegel) TXL FR31
2019-05-14;18:58;Greece;Russia;3007;There;29/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3007;Back;05/06/19;Pobeda;1;75.67;11:45;Moscow VKOMoscow (Vnukovo) VKO;14:45;Palermo PMO DP905
2019-05-14;18:58;Greece;Russia;3007;Back;05/06/19;Volotea;1;29.00;20:40;Palermo PMO;23:35;Heraklion HER
2019-05-14;18:58;Greece;Russia;3008;There;11/06/19;Ryanair;1;19.99;10:00;Corfu CFU;11:30;Berlin TXLBerlin (Tegel) TXL FR55
2019-05-14;18:58;Greece;Russia;3008;There;11/06/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3008;Back;15/06/19;Pobeda;1;104.94;11:00;Moscow VKOMoscow (Vnukovo) VKO;13:40;Bari BRI DP911
2019-05-14;18:58;Greece;Russia;3008;Back;15/06/19;Volotea;1;41.11;20:45;Bari BRI;22:45;Corfu CFU
2019-05-14;18:58;Greece;Russia;3009;There;27/05/19;Ryanair;1;28.99;10:40;Rhodes RHO;12:55;Berlin TXLBerlin (Tegel) TXL FR352
2019-05-14;18:58;Greece;Russia;3009;There;27/05/19;Pobeda;1;73.65;20:05;Berlin TXLBerlin (Tegel) TXL;23:55;Moscow VKOMoscow (Vnukovo) VKO
2019-05-14;18:58;Greece;Russia;3009;Back;01/06/19;Pobeda;1;75.67;07:55;Moscow VKOMoscow (Vnukovo) VKO;10:40;Ostend OSTOstend-Bruges OST DP903
2019-05-14;18:58;Greece;Russia;3009;Back;01/06/19;Jetairfly;1;49.99;14:30;Ostend OSTOstend-Bruges OST;19:30;Rhodes RHO
2019-05-14;18:58;Greece;Russia;3010;There;25/05/19;Ryanair;1;28.99;12:20;Kos KGS;14:25;Berlin TXLBerlin (Tegel) TXL FR45
2019-05-14;18:58;Greece;Russia;3010;There;25/05/19;Pobeda;1;73.65;19:35;Berlin TXLBerlin (Tegel) TXL;23:25;Moscow VKOMoscow (Vnukovo) VKO
