,Scrap_time,Airline1_Back,Airline2_There,Airline2_Back,Airline1_There,Days,Journey_time,prediction
147,20.0,none,none,none,none,34.0,7.0,34.14628157507076
148,20.0,none,none,none,none,263.0,7.0,32.8584671701441
149,20.0,none,none,none,none,113.0,4.0,34.544880167113035
150,20.0,none,none,none,none,256.0,5.0,32.429329127932995
151,20.0,none,none,none,none,124.0,4.0,34.83896175269327
152,2.0,Ryanair,Ryanair,Ryanair,Ryanair,292.0,7.0,31.924936700961958
153,2.0,Ryanair,Ryanair,Ryanair,Ryanair,23.0,8.0,32.58627563324349
154,2.0,Ryanair,Ryanair,Ryanair,Ryanair,198.0,8.0,31.53230467618955
155,2.0,Ryanair,Ryanair,Ryanair,Ryanair,262.0,5.0,32.077856704677
156,20.0,Ryanair,Ryanair,Ryanair,Ryanair,301.0,7.0,31.799278269564336
157,20.0,Ryanair,Ryanair,Ryanair,Ryanair,290.0,7.0,31.799278269564336
158,20.0,Ryanair,Ryanair,Ryanair,Ryanair,3.0,7.0,32.97783534191661
159,20.0,Ryanair,Ryanair,Ryanair,Ryanair,271.0,8.0,31.169903079259456
160,20.0,Ryanair,Ryanair,Ryanair,Ryanair,266.0,5.0,31.928520710018354
161,2.0,none,none,none,none,174.0,5.0,33.54152157031714
162,2.0,none,none,none,none,300.0,8.0,33.274261019763664
163,2.0,none,none,none,none,164.0,7.0,33.54716915179322
164,20.0,none,none,none,none,23.0,5.0,31.833366654837654
165,20.0,none,none,none,none,142.0,8.0,33.45964387956186
166,20.0,none,none,none,none,234.0,8.0,32.6560336106917
167,2.0,Ryanair,Ryanair,Ryanair,Ryanair,116.0,5.0,32.63335358573451
168,2.0,Ryanair,Ryanair,Ryanair,Ryanair,46.0,6.0,31.590919721273764
169,2.0,Ryanair,Ryanair,Ryanair,Ryanair,263.0,5.0,32.077856704677
170,2.0,Ryanair,Ryanair,Ryanair,Ryanair,297.0,7.0,31.924936700961958
171,2.0,Ryanair,Ryanair,Ryanair,Ryanair,127.0,4.0,32.63541717526631
172,20.0,Ryanair,Ryanair,Ryanair,Ryanair,119.0,5.0,32.68815883383469
173,20.0,Ryanair,Ryanair,Ryanair,Ryanair,47.0,4.0,31.82777908339919
174,20.0,Ryanair,Ryanair,Ryanair,Ryanair,39.0,7.0,31.322145993837363
175,20.0,Ryanair,Ryanair,Ryanair,Ryanair,40.0,4.0,31.82777908339919
176,20.0,Ryanair,Ryanair,Ryanair,Ryanair,176.0,4.0,32.67496879391648
177,20.0,Ryanair,Ryanair,Ryanair,Ryanair,178.0,4.0,32.67496879391648
178,20.0,Ryanair,Ryanair,Ryanair,Ryanair,302.0,7.0,31.799278269564336
179,20.0,Ryanair,Ryanair,Ryanair,Ryanair,236.0,8.0,31.155407121279246
180,2.0,none,none,none,none,7.0,4.0,33.94817650941913
181,2.0,none,none,none,none,47.0,6.0,34.488963754425605
182,2.0,none,none,none,none,139.0,5.0,34.630682671292256
183,2.0,none,none,none,none,35.0,6.0,34.408672764895144
184,2.0,none,none,none,none,176.0,5.0,33.54152157031714
185,20.0,none,none,none,none,24.0,6.0,31.80717192495921
186,20.0,none,none,none,none,272.0,4.0,32.04799397356518
187,20.0,none,none,none,none,127.0,8.0,34.321172037007614
188,2.0,Ryanair,Ryanair,Ryanair,Ryanair,287.0,5.0,32.079111850269165
189,2.0,Ryanair,Ryanair,Ryanair,Ryanair,32.0,4.0,31.389684930882744
190,2.0,Ryanair,Ryanair,Ryanair,Ryanair,257.0,8.0,31.553964298048374
191,2.0,Ryanair,Ryanair,Ryanair,Ryanair,35.0,7.0,31.075224043426495
